PullRequestTitle,PullRequestNumber,PullRequestState,PullRequestCreatedAt,PullRequestUpdatedAt,PullRequestClosedAt,PullRequestMergedAt,PullRequestAuthor,PullRequestReviewsCount,PullRequestReviewers,PullRequestCommentsCount,ReviewDuration
Fixed codecov scope,6404,CLOSED,2022-04-07T13:14:51Z,2022-08-05T14:57:59Z,2022-04-07T14:58:23Z,,pinebit,0,[],1,0 days 01:43:32
Proposed fix for TestFluxMonitor_Deviation test,6405,CLOSED,2022-04-07T14:12:48Z,2022-04-07T16:23:09Z,2022-04-07T16:23:05Z,,pinebit,0,[],1,0 days 02:10:17
use default login creds and latest image in chaincli,6406,MERGED,2022-04-07T15:09:06Z,2022-04-07T17:13:26Z,2022-04-07T17:13:26Z,2022-04-07T17:13:26Z,RyanRHall,1,['begmaroman'],1,0 days 02:04:20
Add additional KeeperRegistryDev tests,6407,MERGED,2022-04-07T17:06:56Z,2022-04-12T22:41:48Z,2022-04-12T22:41:47Z,2022-04-12T22:41:47Z,RyanRHall,4,"['infiloop2', 'infiloop2', 'RyanRHall', 'infiloop2']",1,5 days 05:34:51
core/services/pipeline: JSONPathParam support custom separator,6408,MERGED,2022-04-07T18:18:30Z,2022-04-12T17:10:18Z,2022-04-12T17:10:17Z,2022-04-12T17:10:17Z,jmank88,11,"['vyzaldysanchez', 'pinebit', 'jmank88', 'jmank88', 'jmank88', 'jmank88', 'pinebit', 'jmank88', 'pinebit', 'pinebit', 'vyzaldysanchez']",1,4 days 22:51:47
Update release notes related to EVM_NODES feature,6409,MERGED,2022-04-08T12:23:43Z,2022-04-08T12:51:56Z,2022-04-08T12:51:55Z,2022-04-08T12:51:55Z,zytek,1,['pinebit'],0,0 days 00:28:12
Add forwarder contract geth wrapper,6410,CLOSED,2022-04-08T14:29:47Z,2022-04-12T21:21:05Z,2022-04-12T21:20:53Z,,essamhassan,2,"['prashantkumar1982', 'se3000']",2,4 days 06:51:06
"solana: handle parallel client creation, return same client",6411,MERGED,2022-04-08T16:53:47Z,2022-04-08T17:42:48Z,2022-04-08T17:42:47Z,2022-04-08T17:42:47Z,aalu1418,4,"['jmank88', 'jmank88', 'jmank88', 'jmank88']",1,0 days 00:49:00
core/chains/evm/client: fix node_lifecycle_test race condition,6412,CLOSED,2022-04-08T18:37:34Z,2022-04-08T18:51:21Z,2022-04-08T18:51:15Z,,reductionista,0,[],0,0 days 00:13:41
Upgrade keepers to simulate performUpkeep before submitting,6413,CLOSED,2022-04-08T18:45:28Z,2022-05-17T14:03:23Z,2022-05-17T14:03:16Z,,RyanRHall,4,"['infiloop2', 'infiloop2', 'RyanRHall', 'samsondav']",1,38 days 19:17:48
core/chains/evm/client: fix node_lifecycle_test race condition,6414,MERGED,2022-04-08T18:56:30Z,2022-04-08T21:14:20Z,2022-04-08T21:14:19Z,2022-04-08T21:14:19Z,reductionista,1,['jmank88'],1,0 days 02:17:49
Bump github/codeql-action from 2.1.6 to 2.1.8,6415,CLOSED,2022-04-08T19:20:49Z,2022-04-27T19:09:57Z,2022-04-27T19:09:56Z,,dependabot,0,[],1,18 days 23:49:07
Bump actions/setup-go from 2 to 3,6416,CLOSED,2022-04-08T19:20:52Z,2022-07-10T14:33:29Z,2022-07-10T14:33:17Z,,dependabot,0,[],1,92 days 19:12:25
Bump actions/upload-artifact from 2.3.0 to 3.0.0,6417,CLOSED,2022-04-08T19:20:54Z,2022-05-20T19:11:06Z,2022-05-20T19:11:04Z,,dependabot,0,[],1,41 days 23:50:10
VRFV2: Exponential backoff on failed requests,6418,MERGED,2022-04-08T20:28:14Z,2022-04-13T16:31:59Z,2022-04-13T16:31:58Z,2022-04-13T16:31:58Z,Nic0S,4,"['makramkd', 'Nic0S', 'makramkd', 'makramkd']",3,4 days 20:03:44
Bump moment from 2.29.1 to 2.29.2,6419,CLOSED,2022-04-09T03:44:12Z,2022-07-10T14:59:14Z,2022-07-10T14:59:12Z,,dependabot,0,[],1,92 days 11:15:00
Update,6420,CLOSED,2022-04-09T17:51:29Z,2022-04-09T17:57:32Z,2022-04-09T17:57:32Z,,JMP2590,0,[],0,0 days 00:06:03
Make gethwrappers2/compile.sh executable,6421,MERGED,2022-04-11T10:03:06Z,2022-04-11T10:33:46Z,2022-04-11T10:33:45Z,2022-04-11T10:33:45Z,makramkd,1,['infiloop2'],1,0 days 00:30:39
fetch upkeep ID after approval,6422,MERGED,2022-04-11T13:49:23Z,2022-04-12T09:50:04Z,2022-04-12T09:50:03Z,2022-04-12T09:50:03Z,infiloop2,1,['RyanRHall'],1,0 days 20:00:40
Add OCR jobs validation on contract address,6423,MERGED,2022-04-11T20:17:36Z,2022-04-12T15:14:37Z,2022-04-12T15:14:36Z,2022-04-12T15:14:36Z,vyzaldysanchez,5,"['connorwstein', 'connorwstein', 'vyzaldysanchez', 'jmank88', 'connorwstein']",2,0 days 18:57:00
core/chains: generic chains and nodes ORM,6424,MERGED,2022-04-12T02:44:35Z,2022-04-19T16:15:04Z,2022-04-19T16:15:04Z,2022-04-19T16:15:04Z,jmank88,16,"['jmank88', 'jmank88', 'jmank88', 'jmank88', 'jmank88', 'tateexon', 'makramkd', 'jmank88', 'jmank88', 'jmank88', 'jmank88', 'jmank88', 'jmank88', 'pinebit', 'jmank88', 'vyzaldysanchez']",2,7 days 13:30:29
pipeline refactoring: getters and expressions,6425,MERGED,2022-04-12T06:18:19Z,2022-04-12T12:01:18Z,2022-04-12T12:01:17Z,2022-04-12T12:01:17Z,pinebit,1,['jmank88'],1,0 days 05:42:58
Fixed TestUnit_NodeLifecycle_aliveLoop: transition to OutOfSync,6426,MERGED,2022-04-12T07:42:28Z,2022-04-12T15:45:37Z,2022-04-12T15:45:36Z,2022-04-12T15:45:36Z,pinebit,2,"['jmank88', 'jmank88']",1,0 days 08:03:08
Fixed `head_listener` and tests for `Err()`,6427,MERGED,2022-04-12T08:51:33Z,2022-04-12T11:59:18Z,2022-04-12T11:59:17Z,2022-04-12T11:59:17Z,pinebit,1,['jmank88'],1,0 days 03:07:44
Add integration environment for GHA,6428,MERGED,2022-04-12T20:47:46Z,2022-04-13T20:51:31Z,2022-04-13T20:51:30Z,2022-04-13T20:51:30Z,HenryNguyen5,5,"['chainchad', 'chainchad', 'chainchad', 'chainchad', 'chainchad']",1,1 days 00:03:44
Add authorized forwarder geth wrapper,6429,MERGED,2022-04-12T21:20:42Z,2022-04-12T21:41:45Z,2022-04-12T21:41:45Z,2022-04-12T21:41:45Z,essamhassan,1,['jmank88'],1,0 days 00:21:03
remove unused events,6430,MERGED,2022-04-12T22:48:14Z,2022-04-13T01:28:45Z,2022-04-13T01:28:44Z,2022-04-13T01:28:44Z,RyanRHall,1,['cmalec'],1,0 days 02:40:30
Make the DashboardView component responsive,6431,CLOSED,2022-04-13T05:07:26Z,2022-11-28T19:10:53Z,2022-11-28T19:10:53Z,,fbitti,0,[],1,229 days 14:03:27
Faster DB cloning for FullTestDB,6432,MERGED,2022-04-13T08:30:20Z,2022-04-13T12:47:54Z,2022-04-13T12:47:53Z,2022-04-13T12:47:53Z,pinebit,5,"['jmank88', 'pinebit', 'pinebit', 'jmank88', 'essamhassan']",2,0 days 04:17:33
Display requestTimeout in job UI,6433,MERGED,2022-04-13T08:45:18Z,2022-04-13T16:06:33Z,2022-04-13T16:06:32Z,2022-04-13T16:06:32Z,makramkd,1,['Nic0S'],2,0 days 07:21:14
fix test,6434,CLOSED,2022-04-13T10:07:41Z,2022-04-13T15:54:45Z,2022-04-13T15:54:45Z,,infiloop2,0,[],1,0 days 05:47:04
Validate data length on provided data,6435,MERGED,2022-04-13T12:57:11Z,2022-04-13T15:34:51Z,2022-04-13T15:34:50Z,2022-04-13T15:34:50Z,infiloop2,5,"['infiloop2', 'RyanRHall', 'infiloop2', 'RyanRHall', 'RyanRHall']",1,0 days 02:37:39
Add config option for using forwarders,6436,MERGED,2022-04-13T13:47:47Z,2022-04-13T17:01:15Z,2022-04-13T17:01:14Z,2022-04-13T17:01:14Z,essamhassan,7,"['pinebit', 'pinebit', 'pinebit', 'jmank88', 'essamhassan', 'essamhassan', 'pinebit']",4,0 days 03:13:27
Add support for new registry in keeper node,6437,MERGED,2022-04-13T14:49:29Z,2022-04-19T14:28:51Z,2022-04-19T14:28:49Z,2022-04-19T14:28:49Z,infiloop2,0,[],2,5 days 23:39:20
organize multiple keeper registries and generate gethwrappers,6438,MERGED,2022-04-13T15:11:03Z,2022-04-13T19:52:53Z,2022-04-13T19:52:52Z,2022-04-13T19:52:52Z,infiloop2,7,"['cmalec', 'infiloop2', 'cmalec', 'cmalec', 'RyanRHall', 'infiloop2', 'infiloop2']",1,0 days 04:41:49
Update codeowners for VRF,6439,MERGED,2022-04-13T16:30:07Z,2022-04-14T07:03:14Z,2022-04-14T07:03:13Z,2022-04-14T07:03:13Z,makramkd,1,['Nic0S'],1,0 days 14:33:06
Bump terra - start ocr with populated config and goroutine leak fix,6440,MERGED,2022-04-13T17:02:20Z,2022-04-13T17:22:11Z,2022-04-13T17:22:10Z,2022-04-13T17:22:10Z,connorwstein,3,"['jmank88', 'jmank88', 'jmank88']",1,0 days 00:19:50
fix changelog for forwarders,6441,MERGED,2022-04-13T17:03:28Z,2022-04-13T18:11:40Z,2022-04-13T18:11:39Z,2022-04-13T18:11:39Z,essamhassan,1,['pinebit'],0,0 days 01:08:11
core/web: add migration warning if run log job may have relied on JSON path dot separator,6442,MERGED,2022-04-13T20:22:55Z,2022-05-04T16:09:06Z,2022-05-04T16:09:05Z,2022-05-04T16:09:05Z,jmank88,4,"['jmank88', 'jmank88', 'jmank88', 'PatrickAlphaC']",4,20 days 19:46:10
Fix Data Race: TestVRFV2Integration_SingleConsumer_HappyPath,6443,MERGED,2022-04-14T08:54:50Z,2022-04-14T14:02:12Z,2022-04-14T14:02:10Z,2022-04-14T14:02:10Z,makramkd,1,['Nic0S'],1,0 days 05:07:20
keeper registry: fix solidity failing test in coverage,6444,MERGED,2022-04-14T09:33:23Z,2022-04-14T14:15:55Z,2022-04-14T14:15:54Z,2022-04-14T14:15:54Z,infiloop2,1,['RyanRHall'],1,0 days 04:42:31
feature/solana txm,6445,MERGED,2022-04-14T12:48:58Z,2022-05-20T08:43:12Z,2022-05-19T20:03:15Z,2022-05-19T20:03:15Z,aalu1418,33,"['jmank88', 'aalu1418', 'jmank88', 'aalu1418', 'krebernisak', 'aalu1418', 'aalu1418', 'aalu1418', 'jmank88', 'aalu1418', 'jmank88', 'jmank88', 'jmank88', 'jmank88', 'jmank88', 'krebernisak', 'aalu1418', 'aalu1418', 'aalu1418', 'aalu1418', 'krebernisak', 'krebernisak', 'aalu1418', 'aalu1418', 'jmank88', 'jmank88', 'jmank88', 'jmank88', 'jmank88', 'aalu1418', 'aalu1418', 'jmank88', 'krebernisak']",1,35 days 07:14:17
Updates IF versions and calls,6446,MERGED,2022-04-14T16:05:45Z,2022-04-14T20:03:37Z,2022-04-14T20:03:36Z,2022-04-14T20:03:36Z,kalverra,1,['cmalec'],1,0 days 03:57:51
Keepers: Support registry 1.2 sync,6447,MERGED,2022-04-14T17:12:54Z,2022-04-29T17:51:04Z,2022-04-29T17:51:03Z,2022-04-29T17:51:03Z,infiloop2,29,"['cmalec', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'RyanRHall', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'RyanRHall', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'RyanRHall', 'RyanRHall', 'RyanRHall']",1,15 days 00:38:09
Feature/36574 Add actionlint to lint gh action workflows in ci,6448,MERGED,2022-04-14T22:04:17Z,2022-04-18T15:23:12Z,2022-04-18T15:23:11Z,2022-04-18T15:23:11Z,tateexon,4,"['HenryNguyen5', 'chainchad', 'tateexon', 'chainchad']",3,3 days 17:18:54
Remove develop branch from build-publish trigger,6449,MERGED,2022-04-15T09:24:54Z,2022-04-15T12:34:47Z,2022-04-15T12:34:46Z,2022-04-15T12:34:46Z,CL-Andrew,2,"['chainchad', 'jmank88']",1,0 days 03:09:52
👍,6450,CLOSED,2022-04-17T18:08:52Z,2022-12-05T00:12:58Z,2022-12-05T00:12:58Z,,JMP2590,0,[],1,231 days 06:04:06
Update CHANGELOG release date for core v1.3.0,6451,MERGED,2022-04-18T13:10:42Z,2022-04-18T13:32:28Z,2022-04-18T13:32:27Z,2022-04-18T13:32:27Z,chainchad,2,"['jmank88', 'pinebit']",0,0 days 00:21:45
1.3.0-rc5 -> master,6452,MERGED,2022-04-18T13:30:24Z,2022-04-18T17:21:39Z,2022-04-18T16:36:21Z,2022-04-18T16:36:21Z,chainchad,4,"['pinebit', 'se3000', 'se3000', 'jmank88']",0,0 days 03:05:57
Avoid required check on release branches,6453,MERGED,2022-04-18T15:51:35Z,2022-04-18T16:10:20Z,2022-04-18T16:10:20Z,2022-04-18T16:10:20Z,chainchad,1,['HenryNguyen5'],1,0 days 00:18:45
1.3.0-rc5 -> develop,6454,MERGED,2022-04-18T17:22:05Z,2022-04-18T19:17:23Z,2022-04-18T19:17:22Z,2022-04-18T19:17:22Z,chainchad,1,['jmank88'],0,0 days 01:55:17
Fix merge conflicts with develop and 1.3.0-rc5,6455,MERGED,2022-04-18T18:01:46Z,2022-04-18T18:38:41Z,2022-04-18T18:38:40Z,2022-04-18T18:38:40Z,chainchad,1,['jmank88'],0,0 days 00:36:54
master -> develop (sanity check),6456,MERGED,2022-04-18T19:18:05Z,2022-04-18T19:55:56Z,2022-04-18T19:55:56Z,2022-04-18T19:55:55Z,chainchad,1,['jmank88'],1,0 days 00:37:51
Support uint256 upkeep ids everywhere in codebase,6457,MERGED,2022-04-18T23:37:27Z,2022-04-29T10:43:20Z,2022-04-29T10:43:19Z,2022-04-29T10:43:19Z,RyanRHall,33,"['infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'RyanRHall', 'RyanRHall', 'RyanRHall', 'RyanRHall', 'RyanRHall', 'infiloop2', 'infiloop2', 'RyanRHall', 'RyanRHall', 'RyanRHall', 'RyanRHall', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'RyanRHall', 'RyanRHall', 'RyanRHall', 'RyanRHall', 'infiloop2', 'infiloop2']",2,10 days 11:05:52
VRFv2 smoke test,6458,MERGED,2022-04-19T07:08:29Z,2022-04-20T14:24:45Z,2022-04-20T14:24:44Z,2022-04-20T14:24:44Z,skudasov,9,"['gheorghestrimtu', 'jleeh', 'skudasov', 'jleeh', 'jleeh', 'jleeh', 'makramkd', 'makramkd', 'jmank88']",2,1 days 07:16:15
Increasing test coverage for task_params.go,6459,MERGED,2022-04-19T07:17:02Z,2022-04-19T13:59:38Z,2022-04-19T13:59:37Z,2022-04-19T13:59:37Z,pinebit,1,['jmank88'],1,0 days 06:42:35
.github/workflows: golangci-lint go version format,6460,MERGED,2022-04-19T13:15:17Z,2022-04-19T13:30:08Z,2022-04-19T13:30:07Z,2022-04-19T13:30:07Z,jmank88,1,['pinebit'],1,0 days 00:14:50
fix backend to respond to input pipeline window,6461,CLOSED,2022-04-19T15:18:50Z,2022-12-04T00:12:46Z,2022-12-04T00:12:46Z,,joequant,3,"['connorwstein', 'joequant', 'connorwstein']",2,228 days 08:53:56
minor algo formatting and tweaks,6462,CLOSED,2022-04-19T17:46:02Z,2022-04-19T17:52:25Z,2022-04-19T17:51:50Z,,cmalec,0,[],0,0 days 00:05:48
Turn algo format and tweak,6463,MERGED,2022-04-19T17:59:30Z,2022-04-19T19:50:47Z,2022-04-19T19:50:47Z,2022-04-19T19:50:46Z,cmalec,0,[],1,0 days 01:51:17
core/chains: simplify generic ORM types,6464,MERGED,2022-04-19T18:09:01Z,2022-04-20T02:29:16Z,2022-04-20T02:29:15Z,2022-04-20T02:29:15Z,jmank88,6,"['jmank88', 'jmank88', 'jmank88', 'jmank88', 'jmank88', 'archseer']",1,0 days 08:20:14
Keeper Registry 1.2,6465,CLOSED,2022-04-19T21:03:53Z,2023-01-18T22:18:27Z,2022-04-21T14:43:29Z,,infiloop2,0,[],1,1 days 17:39:36
Support TERRA_NODES and SOLANA_NODES like EVM_NODES,6466,MERGED,2022-04-20T02:33:33Z,2022-04-20T15:52:53Z,2022-04-20T15:52:52Z,2022-04-20T15:52:52Z,jmank88,6,"['pinebit', 'jmank88', 'jmank88', 'jmank88', 'pinebit', 'pinebit']",5,0 days 13:19:19
add geth wrapper for authorized receiver contract,6467,MERGED,2022-04-20T11:37:54Z,2022-04-20T14:02:48Z,2022-04-20T14:02:47Z,2022-04-20T14:02:47Z,essamhassan,1,['jmank88'],1,0 days 02:24:53
make all alter table migrations IF statements,6468,MERGED,2022-04-20T13:59:40Z,2022-04-20T15:12:54Z,2022-04-20T15:12:54Z,2022-04-20T15:12:54Z,cmalec,2,"['jmank88', 'jmank88']",1,0 days 01:13:14
VRFV2: Check subscription balance against juels needed estimate,6469,MERGED,2022-04-20T16:29:01Z,2022-04-25T16:27:18Z,2022-04-25T16:27:17Z,2022-04-25T16:27:17Z,makramkd,4,"['makramkd', 'Nic0S', 'makramkd', 'Nic0S']",1,4 days 23:58:16
add feature flag for new turn algo,6471,MERGED,2022-04-20T19:25:57Z,2022-04-25T22:45:57Z,2022-04-25T22:45:56Z,2022-04-25T22:45:56Z,cmalec,1,['RyanRHall'],1,5 days 03:19:59
Merge feature branch and develop into keeper 1 2,6472,CLOSED,2022-04-20T19:49:10Z,2022-04-21T14:38:17Z,2022-04-21T14:38:13Z,,RyanRHall,0,[],0,0 days 18:49:03
"update libocr, solana, terra",6473,MERGED,2022-04-20T20:07:41Z,2022-04-21T13:14:55Z,2022-04-21T13:11:39Z,2022-04-21T13:11:39Z,aalu1418,10,"['jmank88', 'jmank88', 'jmank88', 'jmank88', 'aalu1418', 'jmank88', 'jmank88', 'aalu1418', 'jmank88', 'aalu1418']",1,0 days 17:03:58
fix VRFv2 test flake,6474,MERGED,2022-04-20T23:39:13Z,2022-04-21T00:06:04Z,2022-04-21T00:06:03Z,2022-04-21T00:06:03Z,skudasov,2,"['jmank88', 'jmank88']",1,0 days 00:26:50
Added tests for `pipeline/common.go`,6475,MERGED,2022-04-21T06:49:28Z,2022-04-22T04:30:50Z,2022-04-22T04:30:50Z,2022-04-22T04:30:50Z,pinebit,3,"['jmank88', 'pinebit', 'jmank88']",1,0 days 21:41:22
chains/evm/client: add send_only_node_test.go,6477,MERGED,2022-04-21T07:57:09Z,2022-04-22T18:07:46Z,2022-04-22T18:07:45Z,2022-04-22T18:07:45Z,reductionista,10,"['pinebit', 'pinebit', 'reductionista', 'jmank88', 'jmank88', 'jmank88', 'pinebit', 'pinebit', 'jmank88', 'jmank88']",1,1 days 10:10:36
fix flake for VRFv2,6478,MERGED,2022-04-21T08:25:18Z,2022-04-21T08:52:45Z,2022-04-21T08:52:44Z,2022-04-21T08:52:44Z,skudasov,1,['archseer'],1,0 days 00:27:26
Keeper registry 1.2,6479,MERGED,2022-04-21T11:08:59Z,2022-04-29T21:45:12Z,2022-04-29T21:45:12Z,2022-04-29T21:45:12Z,infiloop2,3,"['cmalec', 'cmalec', 'RyanRHall']",3,8 days 10:36:13
Bump github.com/tendermint/tendermint from 0.34.15 to 0.35.4,6480,CLOSED,2022-04-21T13:14:07Z,2022-06-01T19:04:50Z,2022-06-01T19:04:48Z,,dependabot,0,[],1,41 days 05:50:41
core/services/pipeline: add FuzzParse; update README,6481,MERGED,2022-04-21T14:22:54Z,2022-04-21T14:36:33Z,2022-04-21T14:36:32Z,2022-04-21T14:36:32Z,jmank88,1,['pinebit'],1,0 days 00:13:38
Test Data Race: TestBroadcaster_ReceivesAllLogsWhenResubscribing ,6482,MERGED,2022-04-21T20:05:25Z,2022-04-22T16:04:49Z,2022-04-22T16:04:48Z,2022-04-22T16:04:48Z,jmank88,3,"['jmank88', 'jmank88', 'pinebit']",1,0 days 19:59:23
Add suffix for root image as part of future deprecation,6483,MERGED,2022-04-22T08:38:52Z,2022-04-22T14:47:05Z,2022-04-22T14:47:04Z,2022-04-22T14:47:04Z,chainchad,1,['HenryNguyen5'],1,0 days 06:08:12
Fixed LOG_FILE_MAX_SIZE handling,6484,MERGED,2022-04-22T09:17:17Z,2022-04-22T14:10:30Z,2022-04-22T14:10:29Z,2022-04-22T14:10:29Z,pinebit,7,"['jmank88', 'jmank88', 'jmank88', 'jmank88', 'pinebit', 'pinebit', 'jmank88']",1,0 days 04:53:12
VRFV2 Scripts: Add fantom and avalanche block explorer urls,6485,MERGED,2022-04-22T14:07:46Z,2022-04-25T17:11:52Z,2022-04-25T17:11:51Z,2022-04-25T17:11:51Z,makramkd,1,['Nic0S'],1,3 days 03:04:05
Add forwarder manager service,6486,MERGED,2022-04-22T15:04:38Z,2022-05-03T12:09:41Z,2022-05-03T12:03:55Z,2022-05-03T12:03:54Z,essamhassan,88,"['samsondav', 'jmank88', 'jmank88', 'essamhassan', 'essamhassan', 'jmank88', 'essamhassan', 'essamhassan', 'essamhassan', 'jmank88', 'essamhassan', 'jmank88', 'essamhassan', 'essamhassan', 'jmank88', 'jmank88', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'jmank88', 'jmank88', 'jmank88', 'connorwstein', 'jmank88', 'connorwstein', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'jmank88', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'jmank88', 'jmank88', 'essamhassan', 'essamhassan', 'jmank88', 'samsondav', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'essamhassan', 'jmank88', 'jmank88', 'essamhassan', 'jmank88', 'connorwstein', 'jmank88', 'connorwstein', 'essamhassan', 'essamhassan', 'essamhassan', 'jmank88', 'jmank88', 'essamhassan', 'jmank88']",2,10 days 20:59:17
Adds UI support for `minContractPaymentLinkJuels`,6487,MERGED,2022-04-22T20:25:14Z,2022-04-22T21:21:10Z,2022-04-22T21:21:10Z,2022-04-22T21:21:10Z,vyzaldysanchez,1,['jmank88'],1,0 days 00:55:56
core/chains/evm/client: nil check before closing,6488,MERGED,2022-04-22T20:39:41Z,2022-04-22T22:11:47Z,2022-04-22T22:11:46Z,2022-04-22T22:11:46Z,jmank88,1,['vyzaldysanchez'],1,0 days 01:32:05
Bench parse bridge name,6490,MERGED,2022-04-25T12:01:05Z,2022-04-25T18:32:42Z,2022-04-25T18:32:41Z,2022-04-25T18:32:41Z,jmank88,1,['vyzaldysanchez'],1,0 days 06:31:36
Add instructions for building on Mac M1,6491,MERGED,2022-04-25T15:18:03Z,2022-04-25T15:41:20Z,2022-04-25T15:40:28Z,2022-04-25T15:40:28Z,samsondav,4,"['jmank88', 'pinebit', 'vyzaldysanchez', 'chainchad']",1,0 days 00:22:25
Fixes 3 tests in fix_node_lifecycle_tests,6492,MERGED,2022-04-25T15:23:48Z,2022-04-25T21:00:16Z,2022-04-25T21:00:16Z,2022-04-25T21:00:15Z,reductionista,3,"['jmank88', 'samsondav', 'jmank88']",1,0 days 05:36:28
Fix typo with branch,6493,MERGED,2022-04-25T15:43:08Z,2022-04-25T16:05:31Z,2022-04-25T16:05:30Z,2022-04-25T16:05:30Z,chainchad,1,['jmank88'],1,0 days 00:22:22
Fix subscription failover when nodes go offline,6494,MERGED,2022-04-25T19:59:24Z,2022-04-25T20:39:11Z,2022-04-25T20:39:10Z,2022-04-25T20:39:10Z,samsondav,2,"['jmank88', 'jmank88']",1,0 days 00:39:46
Add Chainlink PoR address list interface,6495,MERGED,2022-04-26T10:34:41Z,2022-05-10T02:37:00Z,2022-05-10T02:36:59Z,2022-05-10T02:36:59Z,boxhock,4,"['boxhock', 'se3000', 'se3000', 'se3000']",1,13 days 16:02:18
1.4: Update CHANGELOG.md,6496,MERGED,2022-04-26T17:28:53Z,2022-04-29T15:57:09Z,2022-04-29T15:57:09Z,2022-04-29T15:57:09Z,jmank88,2,"['chainchad', 'samsondav']",0,2 days 22:28:16
generalize *_chains_controller.go and *_chains_commands.go,6497,MERGED,2022-04-26T19:46:17Z,2022-04-28T15:52:33Z,2022-04-28T15:52:32Z,2022-04-28T15:52:32Z,jmank88,17,"['jmank88', 'jmank88', 'jmank88', 'jmank88', 'pinebit', 'jmank88', 'jmank88', 'jmank88', 'jmank88', 'pinebit', 'jmank88', 'pinebit', 'pinebit', 'makramkd', 'samsondav', 'jmank88', 'jmank88']",1,1 days 20:06:15
Added tests for core/store,6498,MERGED,2022-04-27T06:50:03Z,2022-04-28T04:10:45Z,2022-04-28T04:10:44Z,2022-04-28T04:10:44Z,pinebit,1,['jmank88'],1,0 days 21:20:41
Migrated upkeeps now update expected balance for registry,6500,MERGED,2022-04-27T18:08:05Z,2022-04-28T15:27:43Z,2022-04-28T15:27:42Z,2022-04-28T15:27:42Z,cmalec,3,"['infiloop2', 'infiloop2', 'begmaroman']",1,0 days 21:19:37
add inheritance for ERC677ReceiverInterface,6501,MERGED,2022-04-27T18:13:10Z,2022-04-28T15:35:31Z,2022-04-28T15:29:27Z,2022-04-28T15:29:26Z,cmalec,6,"['infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'cmalec']",1,0 days 21:16:17
Bump github/codeql-action from 2.1.6 to 2.1.9,6502,CLOSED,2022-04-27T19:09:52Z,2022-05-10T19:11:49Z,2022-05-10T19:11:47Z,,dependabot,0,[],1,13 days 00:01:55
check for paused on performUpkeep and registerUpkeep,6503,MERGED,2022-04-27T21:44:39Z,2022-04-28T23:33:07Z,2022-04-28T23:33:06Z,2022-04-28T23:33:06Z,cmalec,12,"['infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'cmalec', 'cmalec', 'cmalec', 'RyanRHall', 'cmalec', 'RyanRHall', 'cmalec', 'RyanRHall']",2,1 days 01:48:27
VRF V2: Clear log deduper cache upon replay,6504,MERGED,2022-04-27T22:33:06Z,2022-04-28T20:14:01Z,2022-04-28T20:14:00Z,2022-04-28T20:14:00Z,makramkd,1,['Nic0S'],1,0 days 21:40:54
Increase data validation during configuration,6505,CLOSED,2022-04-27T23:00:09Z,2023-02-22T22:33:13Z,2022-04-28T21:09:28Z,,cmalec,2,"['infiloop2', 'infiloop2']",3,0 days 22:09:19
yarn install + yarn upgrade,6506,MERGED,2022-04-27T23:30:47Z,2022-04-29T17:43:00Z,2022-04-29T17:43:00Z,2022-04-29T17:43:00Z,cmalec,1,['infiloop2'],1,1 days 18:12:13
Added more tests for keystore/keys,6507,MERGED,2022-04-28T08:34:04Z,2022-04-29T04:28:40Z,2022-04-29T04:28:40Z,2022-04-29T04:28:40Z,pinebit,5,"['jmank88', 'pinebit', 'jmank88', 'samsondav', 'pinebit']",1,0 days 19:54:36
implement optimism validator contracts,6508,CLOSED,2022-04-29T01:23:39Z,2022-06-28T16:41:38Z,2022-06-28T16:41:38Z,,cds95,11,"['yosriady', 'yosriady', 'krebernisak', 'cds95', 'yosriady', 'cds95', 'cds95', 'yosriady', 'cds95', 'yosriady', 'alexroan']",2,60 days 15:17:59
